item,url,artist,discount_price,price,is_sold_out,ds,vendor,is_autograph,avg_review_value,number_of_questions,number_of_reviews,presale
VIVIZ - [Summer Vibe] 2nd Mini Album PHOTOBOOK 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/viviz-summer-vibe-2nd-mini-album-photobook-2-version-set,,34.81,40.95,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
KINGDOM - [History Of Kingdom : Part Ⅲ. Ivan] 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/kingdom-history-of-kingdom-part-ivan-2-version-set,,28.45,33.47,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Ateez - [Zero : Fever Part.2] 6th Mini Album Z Version,https://www.kpopalbums.com/collections/whats-hot/products/ateez-zero-fever-part-2-6th-mini-album-z-version-cd-96p-booklet-1p-sticker-8p-postcard-1p-photocard-message-photocard-set-tracking-kpop-sealed-ateez-fever-part-2-z-blue-c,,14.59,17.16,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
Ateez - [Zero : Fever Part.2] 6th Mini Album A Version,https://www.kpopalbums.com/collections/whats-hot/products/ateez-zero-fever-part-2-6th-mini-album-a-version-cd-96p-booklet-1p-sticker-8p-postcard-1p-photocard-message-photocard-set-tracking-kpop-sealed-ateez-fever-part-2-a-red-c,,14.59,17.16,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
The Boyz - [Chase] 5th Mini Album CHASE Version,https://www.kpopalbums.com/collections/whats-hot/products/the-boyz-chase-5th-mini-album-chase-version-cd-84p-photobook-1p-lenticular-photocard-1p-ticket-photocard-1p-post-2p-photocard-message-photocard-set-tracking-kpop-sealed-the-boyz-chase-chase-gold-c,,15.27,17.96,False,2022-11-14,kpopalbums,False,5.0,0.0,3.0,
DKB - [The Dice Is Cast] 1st Album,https://www.kpopalbums.com/collections/whats-hot/products/dkb-the-dice-is-cast-1st-album-cd-1p-poster-80p-photobook-2p-image-card-1p-postcard-1p-photocard-1p-film-photo-1p-photo-stand-1p-sticker-message-photocard-set-tracking-kpop-sealed-dkb-the-dice-is-cast-c,,19.87,23.38,False,2022-11-14,kpopalbums,False,,,,
JACKSON WANG - [MAGIC MAN] MAGIC MAN Version,https://www.kpopalbums.com/collections/whats-hot/products/jackson-wang-magic-man-magic-man-version,,19.87,23.38,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Monsta X - [Fatal Love] 3rd Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/monsta-x-fatal-love-3rd-album-random-version-cd-120p-photobook-1p-sticker-1p-photocard-message-photocard-set-tracking-kpop-sealed-monsta-x-fatal-love-ran-c,,16.32,19.2,False,2022-11-14,kpopalbums,False,,,,
KIM JAE JOONG - [BORN GENE] 3rd Album A Version - PURPLE GENE,https://www.kpopalbums.com/collections/whats-hot/products/kim-jae-joong-born-gene-3rd-album-a-version-purple-gene,,17.18,20.21,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
YUGYEOM - [POINT OF VIEW: U] EP Album,https://www.kpopalbums.com/collections/whats-hot/products/yugyeom-point-of-view-u-ep-album,,15.84,18.63,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
KINGDOM - [HISTORY OF KINGDOM : PARTⅤ. LOUIS] 5th Mini Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/kingdom-history-of-kingdom-part-louis-5th-mini-album-2-version-set,,28.45,33.47,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
TAEYEON - [THIS CHRISTMAS-WINTER IS COMING],https://www.kpopalbums.com/collections/whats-hot/products/taeyeon-this-christmas-winter-is-coming-cd-booklet-photocard-k-pop-sealed-taeyeon-this-christmas-winter-is-coming,,13.91,16.37,False,2022-11-14,kpopalbums,False,4.75,0.0,4.0,
PURPLE KISS - [HIDE & SEEK] 2nd Mini Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/purple-kiss-hide-seek-2nd-mini-album-2-version-set,,30.88,36.33,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
XIUMIN - [Brand New] 1st Mini Album PHOTO BOOK RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/xiumin-brand-new-1st-mini-album-photo-book-random-version,,13.86,16.31,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
DKB - [Autumn] 5th Mini Album,https://www.kpopalbums.com/collections/whats-hot/products/dkb-autumn-5th-mini-album,,13.24,15.58,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
WOODZ - [ONLY LOVERS LEFT] 3rd Mini Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/woodz-only-lovers-left-3rd-mini-album-random-version,,15.04,17.7,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
NCT - [UNIVERSE] 3rd Album JEWEL CASE HENDERY Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-universe-3rd-album-jewel-case-hendery-version,,10.64,12.52,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
TAN - [2TAN] W SERIES 2nd Mini Album WE Version,https://www.kpopalbums.com/collections/whats-hot/products/tan-2tan-w-series-2nd-mini-album-we-version,,11.23,13.21,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
IVE - [After Like] 3rd Single Album LIMITED JEWEL Edition GAEUL Version,https://www.kpopalbums.com/collections/whats-hot/products/ive-after-like-3rd-single-album-limited-jewel-edition-gaeul-version,,9.98,11.74,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
BTOB - [Be Together] 3rd Album BE BLUE Version,https://www.kpopalbums.com/collections/whats-hot/products/btob-be-together-3rd-album-be-blue-version,,16.51,19.42,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
BTOB - [Be Together] 3rd Album BE LOVE Version,https://www.kpopalbums.com/collections/whats-hot/products/btob-be-together-3rd-album-be-love-version,,16.51,19.42,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
SF9 - [RUMINATION] 10th Mini Album BLOOD Version,https://www.kpopalbums.com/collections/whats-hot/products/sf9-rumination-10th-mini-album-blood-version,,13.91,16.37,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
LOONA - [# / Hash] 2nd Mini Album LIMITED B Version,https://www.kpopalbums.com/collections/whats-hot/products/monthly-girl-loona-hash-2nd-mini-album-limited-b-version-cd-booklet-photocard-message-photocard-set-tracking-kpop-sealed-monthly-girl-limited-b-c,,21.04,23.38,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
LOONA 1/3 - [LOVE&LIVE] 1st Mini Album NORMAL Edition,https://www.kpopalbums.com/collections/whats-hot/products/monthly-girl-1-3-loona-love-live-1st-mini-album-cd-photo-book-k-pop-monthly-girl-1-3-loona-love-live-1st,,14.02,15.58,False,2022-11-14,kpopalbums,False,4.75,0.0,4.0,
LOONA - [KIM LIP & JINSOUL] Single Album,https://www.kpopalbums.com/collections/whats-hot/products/monthly-girl-loona-kimlip-jinsoul-kim-lip-jinsoul-single-album-cd-booklet-photocard-monthly-girl-loona-kim-lip-jinsoul,,11.18,12.42,False,2022-11-14,kpopalbums,False,4.88,0.0,17.0,
DREAMCATCHER - [Apocalypse : Save us] 2nd Album A Version,https://www.kpopalbums.com/collections/whats-hot/products/dreamcatcher-apocalypse-save-us-2nd-album-a-version,,15.27,17.96,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
MAMAMOO - [Reality In Black] 2nd Album,https://www.kpopalbums.com/collections/whats-hot/products/mamamoo-reality-in-black-2nd-album-cd-80p-booklet-1p-lenticular-card-2p-photocard-12p-lyrics-card-message-photocard-set-tracking-kpop-sealed-mamamoo-rib-c,,13.04,18.63,False,2022-11-14,kpopalbums,False,4.83,0.0,6.0,
NCT DREAM - [HELLO FUTURE] 1st Album (Repackage) KIHNO KIT RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-dream-hello-future-1st-album-repackage-kit-random-version,,22.4,,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
ENHYPEN - [MANIFESTO : DAY 1] ENGENE RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-manifesto-day-1-engene-random-version,,11.86,13.95,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
MONSTA X - [BEAUTIFUL] 1st Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/monsta-x-beautiful-1st-album-random-ver-cd-photobook-lyrics-booklet-photocards-stickers-tracking-kpop-sealed-monsta-x-beautiful-1st-beautiful-sy,,13.86,16.31,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Jo YuRi - [Op.22 Y-Waltz : in Major] 1st Mini Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/jo-yuri-op-22-y-waltz-in-major-1st-mini-album-random-version,,13.23,15.56,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
fromis_9 - [from our Memento Box] 5th Mini Album DREAM Version,https://www.kpopalbums.com/collections/whats-hot/products/fromis-9-from-our-memento-box-5th-mini-album-dream-version,,15.84,18.63,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
(G)I-DLE - [I Burn] 4th Mini Album FLOWER Version,https://www.kpopalbums.com/collections/whats-hot/products/g-i-dle-i-burn-4th-mini-album-flower-version-cd-96p-booklet-lyric-paper-1p-mini-poster-on-pack-1p-post-1p-photocard-1p-lucky-card-1p-sticker-message-photocard-set-tracking-kpop-sealed-g-i-dle-i-burn-flower-red-c,,13.24,15.58,False,2022-11-14,kpopalbums,False,,,,
(G)I-DLE - [I Burn] 4th Mini Album WINTER Version,https://www.kpopalbums.com/collections/whats-hot/products/g-i-dle-i-burn-4th-mini-album-winter-version-cd-96p-booklet-lyric-paper-1p-mini-poster-on-pack-1p-post-1p-photocard-1p-lucky-card-1p-sticker-message-photocard-set-tracking-kpop-sealed-g-i-dle-i-burn-han-white-c,,13.24,15.58,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
ONEWE - [Planet Nine : VOYAGER] 2nd Mini Album,https://www.kpopalbums.com/collections/whats-hot/products/onewe-planet-nine-voyager-2nd-mini-album,,15.84,18.63,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
DAY6 - [SUNRISE] 1st Album,https://www.kpopalbums.com/collections/whats-hot/products/day6-sunrise-1st-album-cd-photobook-clear-cover-lyrics-2p-photocards-1p-special-gift-event-card-live-day-card-random-day6-sunrise-1st-album,,13.24,15.58,False,2022-11-14,kpopalbums,False,4.68,0.0,50.0,
NCT DREAM - [BEATBOX] 2nd Album Repackage PHOTOBOOK YOUNG STAR Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-dream-beatbox-2nd-album-repackage-photobook-b-version,,14.15,20.21,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Twice - [The Year of Yes] 3rd Special Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/twice-the-year-of-yes-3rd-special-random-ver-cd-100p-photo-book-3p-photo-card-1p-code-card-pre-order-card-set-tracking-twice-tyoy-ran,,11.67,15.56,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
KINGDOM - [History Of Kingdom : Part Ⅳ. Dann] 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/kingdom-history-of-kingdom-part-dann-2-version-set,,28.45,33.47,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
SOLAR - [容 : FACE] 1st Mini Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/solar-face-1st-mini-album-2-version-set,,25.43,36.33,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Oh My Girl - [Dear OHMYGIRL] 8th Mini Album DUN DUN BEAR Version,https://www.kpopalbums.com/collections/whats-hot/products/oh-my-girl-dear-ohmygirl-8th-mini-album-dun-dun-bear-version,,15.84,18.63,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
fromis_9 - [Midnight Guest] 4th Mini Album Jewel Case RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/fromis-9-midnight-guest-4th-mini-album-jewel-case-random-version,,6.52,8.15,False,2022-11-14,kpopalbums,False,4.5,0.0,2.0,
D.O. - [Empathy] 1st Mini Album DIGIPACK RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/d-o-empathy-1st-mini-album-digipack-random-version,,7.57,8.9,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
MAMAMOO Moonbyul - [門OON:Repackage] 1st Ontact Live Album KIHNO KIT,https://www.kpopalbums.com/collections/whats-hot/products/mamamoo-moonbyul-oon-moon-repackage-1st-ontact-live-kit-album-air-kit-12p-photocard-1p-ttakji-message-photocard-set-tracking-kpop-sealed-mamamoo-moonbyul-moon-kit-c,,18.19,20.21,False,2022-11-14,kpopalbums,False,,,,
SUHO - [Grey Suit] 2nd Mini Album PHOTO BOOK COLOR Version,https://www.kpopalbums.com/collections/whats-hot/products/suho-grey-suit-2nd-mini-album-photo-book-color-version,,14.59,17.16,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
PSY - [SSADA9] 9th Album,https://www.kpopalbums.com/collections/whats-hot/products/psy-ssada9-9th-album,,15.84,18.63,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
[BOYS BE LOUD] SBS 2021 Worldwide Boygroup Project,https://www.kpopalbums.com/collections/whats-hot/products/boys-be-loud-sbs-2021-worldwide-boygroup-project,,17.18,20.21,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
Chungha - [Flourishing] 4th Mini Album,https://www.kpopalbums.com/collections/whats-hot/products/chungha-flourishing-4th-mini-album-cd-76p-booklet-1p-postcard-1p-photocard-message-photocards-set-tracking-k-pop-sealed-chungha-flourishing,,11.89,13.99,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
JIN (BTS) - [The Astronaut] Version 01,https://www.kpopalbums.com/collections/whats-hot/products/jin-bts-the-astronaut-version-01-extra-pob,,15.27,17.96,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
NCT 127 - [질주 (2 BADDIES)] 4th Album DIGIPACK Version JUNGWOO Cover,https://www.kpopalbums.com/collections/whats-hot/products/nct-127-2-baddies-4th-album-digipack-version-jungwoo-cover,,10.56,12.42,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
[Alchemy of Souls / 환혼] tvN Drama OST 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/alchemy-of-souls-tvn-drama-ost-2-version-set,,44.98,49.98,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
LEE CHAEYEON - [HUSH RUSH] 1st Mini Album INFLUENCER Version,https://www.kpopalbums.com/collections/whats-hot/products/lee-chaeyeon-hush-rush-1st-mini-album-a-version,,21.11,24.84,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
E'LAST - [ROAR] 3rd Mimi Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/e-last-roar-3rd-mimi-album-2-version-set,,30.88,36.33,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
"Ghost9 - [Now : Where We Are, Here] 3rd Mini Album",https://www.kpopalbums.com/collections/whats-hot/products/ghost9-now-where-we-are-here-3rd-mini-album-cd-144p-photobook-1p-card-2p-post-1p-hologram-graphic-sticker-1p-character-into-booklet-sticker-message-photocard-set-tracking-kpop-sealed-ghost9-now-wwah-c,,14.59,17.16,False,2022-11-14,kpopalbums,False,,,,
RED VELVET - [ROOKIE] 4th Mini Album JOY Version,https://www.kpopalbums.com/collections/whats-hot/products/red-velvet-rookie-4th-mini-album-joy-version,,13.24,15.58,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
RED VELVET - [ROOKIE] 4th Mini Album YERI Version,https://www.kpopalbums.com/collections/whats-hot/products/red-velvet-rookie-4th-mini-album-yeri-version,,13.24,15.58,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Twice - [Signal] 4th Mini Album 3 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/twice-signal-4th-mini-album-a-b-c-ver-set-3cd-3photobooks-3photocards-3special-photocards-3photos-double-side-extra-photocards-set-tracking-kpop-sealed-twice-signal-4th-mini-album-set-6c-sy,,34.31,42.89,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
"TEMPEST - [It's Me, It's We] 1st Mini Album RANDOM Version",https://www.kpopalbums.com/collections/whats-hot/products/tempest-it-s-me-it-s-we-1st-mini-album-random-version,,11.94,17.06,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
KIHYUN - [VOYAGER] 1st Single Album JEWEL CASE Version,https://www.kpopalbums.com/collections/whats-hot/products/kihyun-voyager-1st-single-album-jewel-case-version,,9.98,11.74,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
THE BOYZ - [THRILL-ING] 6th Mini Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/the-boyz-thrill-ing-6th-mini-album-random-version,,15.04,17.7,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
NCT DREAM - [HELLO FUTURE] 1st Album (Repackage) KIHNO KIT FUTURE Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-dream-hello-future-1st-album-repackage-kit-future-version,,23.58,,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
GOT7 - [Breath Of Love : Last Piece] 4th Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/got7-breath-of-love-last-piece-4th-album-random-version-cd-72p-photobook-2p-photocard-1p-mini-folding-poster-1p-moment-film-message-photocard-set-tracking-kpop-sealed-got7-bol-last-piece-ran-c,,15.04,17.7,False,2022-11-14,kpopalbums,False,,,,
TRI.BE - [Conmigo] 2nd Single Album,https://www.kpopalbums.com/collections/whats-hot/products/tri-be-conmigo-2nd-single-album,,11.89,13.99,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
EXO Baekhyun - [Delight] 2nd Mini Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/exo-baekhyun-delight-2nd-mini-album-random-version-cd-1p-folding-poster-on-pack-72p-booklet-1p-post-1pp-photocard-1p-message-1p-sticker-message-photocard-set-tracking-kpop-sealed-baekhyun-delight-ran-c,,13.86,16.31,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
Shinee - [Taemin Never Gonna Dance Again : Act.1] 3rd Album INNOCENT Version,https://www.kpopalbums.com/collections/whats-hot/products/shinee-taemin-never-gonna-dance-again-act-1-3rd-album-innocent-ver-cd-1p-folding-poster-on-pack-96p-booklet-1p-evidence-1p-photocard-extra-message-photocard-set-tracking-kpop-sealed-taemin-ngda-act-1-innocent-blk-c,,14.59,17.16,False,2022-11-14,kpopalbums,False,,,,
BLACKPINK - [The Album] 1st Album 4 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/blackpink-the-album-1st-full-album-4-version-set-cd-96p-photobook-4p-post-set-2p-credits-14p-lyrics-booklet-2p-card-2p-post-1p-sticker-1p-mounted-card-message-photocard-set-tracking-kpop-sealed-blackpink-the-album-set-4c,,72.77,80.85,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
Fromis_9 - [Fun Factory] 1st Single Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/fromis-9-fun-factory-1st-single-album-random-ver-cd-84p-photobook-2p-photocard-1p-pre-order-item-drawing-clear-sticker-on-tracking-k-pop-sealed-fromis-9-ff-ran,,11.3,13.3,False,2022-11-14,kpopalbums,False,,,,
JAY B - [BE YOURSELF] 2nd EP Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/jay-b-be-yourself-2nd-ep-album-2-version-set,,32.19,37.87,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Treasure - [The First Step : Treasure Effect] 1st Album BLUE Version,https://www.kpopalbums.com/collections/whats-hot/products/treasure-the-first-step-treasure-effect-1st-album-blue-ver-cd-156p-photobook-postcard-folder-lyrics-pos-hologram-post-polaroid-baby-photo-selfie-sticker-message-card-set-tracking-treasure-first-step-effect-blue-c,,17.18,20.21,False,2022-11-14,kpopalbums,False,,,,
NCT - [UNIVERSE] 3rd Album JEWEL CASE SUNGCHAN Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-universe-3rd-album-jewel-case-sungchan-version,,10.64,12.52,False,2022-11-14,kpopalbums,False,1.0,0.0,1.0,
BTS - [Love yourself 結 ‘Answer’] 4th Album 4 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/bts-love-yourself-answer-4th-album-4-ver-set-2cd-116p-photobook-20p-mini-book-1p-photocard-1p-sticker-extra-photocards-set-4p-tracking-kpop-sealed-b-asr-4-set,,60.97,71.73,False,2022-11-14,kpopalbums,False,5.0,0.0,2.0,
PENTAGON - [IN:VITE U] 12th Mini Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/pentagon-in-vite-u-12th-mini-album-2-version-set,,28.02,35.02,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
ITZY - [Not Shy] 3rd Mini Album C Version,https://www.kpopalbums.com/collections/whats-hot/products/itzy-not-shy-3rd-mini-album-c-version-cd-72p-photobook-2p-photocard-lyricbook-message-photocard-set-tracking-kpop-sealed-itzy-not-shy-c-red-c,,11.89,13.99,False,2022-11-14,kpopalbums,False,4.0,0.0,1.0,
SUPER JUNIOR-D&E - [COUNTDOWN] 1st Album ZERO Version (Epilogue),https://www.kpopalbums.com/collections/whats-hot/products/super-junior-d-e-countdown-1st-album-zero-version-epilogue,,18.19,20.21,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
BILLLIE - [THE BILLAGE OF PERCEPTION : CHAPTER TWO] 3rd Mini Album QUIES Version,https://www.kpopalbums.com/collections/whats-hot/products/billlie-the-billage-of-perception-chapter-two-3rd-mini-album-quies-version,,15.84,18.63,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
E LAST - [DARK DREAM] 1st Single Album,https://www.kpopalbums.com/collections/whats-hot/products/e-last-dark-dream-1st-single-album,,13.24,15.58,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
(G)I-DLE - [I Am] 1st Mini Album,https://www.kpopalbums.com/collections/whats-hot/products/g-i-dle-i-am-1st-mini-album-cd-100p-booklet-2p-photocard-2p-sticker-k-pop-sealed-g-i-dle-i-am-1st-mini-album,,12.57,14.79,False,2022-11-14,kpopalbums,False,4.71,0.0,28.0,
IU - [꽃갈피 / Flower Bookmark] Special Remake Mini Album,https://www.kpopalbums.com/collections/whats-hot/products/iu-flower-bookmark-special-remake-mini-album,,9.31,10.95,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
LOONA - [Chuu & Go Won] Single Album,https://www.kpopalbums.com/collections/whats-hot/products/monthly-girl-chuu-go-won-single-album-cd-booklet-photocard-k-pop-sealed-loona-monthly-girl-chuu-go-won-single-album,,11.18,12.42,False,2022-11-14,kpopalbums,False,,,,
YUJU - [REC.] 1st Mini Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/yuju-rec-1st-mini-album-2-version-set,,21.27,30.38,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
F(X) LUNA - [FREE SOMEBODY] 1st Mini Album,https://www.kpopalbums.com/collections/whats-hot/products/f-x-luna-free-somebody-1st-mini-album-cd-48p-photo-book-1p-photo-card-k-pop-sealed-luna-freesomebody,,11.13,13.1,False,2022-11-14,kpopalbums,False,4.89,0.0,9.0,
NCT 127 - [STICKER] 3rd Album Jewel Case DOYONG Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-127-sticker-3rd-album-jewel-case-doyong-version,,9.22,11.52,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
NCT 127 - [STICKER] 3rd Album Jewel Case YUTA Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-127-sticker-3rd-album-jewel-case-yuta-version,,9.22,11.52,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
NCT 127 - [STICKER] 3rd Album Jewel Case GROUP Version,https://www.kpopalbums.com/collections/whats-hot/products/nct-127-sticker-3rd-album-jewel-case-group-version,,9.22,11.52,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
NCT Dream - [Reload] New Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/nct-dream-reload-new-album-2-version-set-cd-1p-folding-poster-on-pack-72p-booklet-1p-photocard-1p-circle-card-message-photocard-set-tracking-kpop-sealed-nct-dream-reload-set-c,,28.45,33.47,False,2022-11-14,kpopalbums,False,,,,
fromis_9 - [from our Memento Box] 5th Mini Album WEVERSE ALBUMS Version,https://www.kpopalbums.com/collections/whats-hot/products/fromis-9-from-our-memento-box-5th-mini-album-weverse-albums-version,,7.96,9.37,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
NCT Dream - [Reload] New Album KIHNO KIT,https://www.kpopalbums.com/collections/whats-hot/products/nct-dream-reload-kit-album-air-kit-folding-photo-1p-photocard-message-photocard-set-tracking-kpop-sealed-nct-dream-reload-kit-c,,16.17,20.21,False,2022-11-14,kpopalbums,False,,,,
ENHYPEN - [MANIFESTO : DAY 1] ENGENE D Version,https://www.kpopalbums.com/collections/whats-hot/products/enhypen-manifesto-day-1-engene-d-version,,12.48,14.68,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Kep1er - [DOUBLAST] 2nd Mini Album JEWEL RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/kep1er-doublast-2nd-mini-album-jewel-random-version,,8.7,10.87,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
Kep1er - [DOUBLAST] 2nd Mini Album JEWEL B1UE BLAST Version,https://www.kpopalbums.com/collections/whats-hot/products/kep1er-doublast-2nd-mini-album-jewel-b1ue-blast-version,,9.11,11.39,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
WJSN - [Sequence] Special Single Album RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/wjsn-sequence-special-single-album-random-version,,13.86,16.31,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
fromis_9 - [from our Memento Box] 5th Mini Album 3 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/fromis-9-from-our-memento-box-5th-mini-album-3-version-set,,45.93,54.03,False,2022-11-14,kpopalbums,False,4.0,0.0,1.0,
Shinee - [Atlantis] 7th Album (REPACKAGE) RANDOM Version,https://www.kpopalbums.com/collections/whats-hot/products/shinee-atlantis-7th-repackage-album-cd-booklet-photocard-message-photocard-set-tracking-kpop-sealed-shinee-atlantis-c,,16.32,19.2,False,2022-11-14,kpopalbums,False,,,,
Cherry Bullet - [Cherry Wish] 2nd Mini Album DAZZLE Version,https://www.kpopalbums.com/collections/whats-hot/products/cherry-bullet-cherry-wish-2nd-mini-album-dazzle-version,,13.91,16.37,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
ONEWE - [A SMALL ROOM HOLDING TIME / 시간을 담은 작은 방] Special Album,https://www.kpopalbums.com/collections/whats-hot/products/onewe-a-small-room-holding-time-special-album,,13.24,15.58,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
Twice - [Feel Special] 8th Mini Album C Version,https://www.kpopalbums.com/collections/whats-hot/products/twice-feel-special-8th-mini-album-c-version-cd-88p-photobook-lyrics-paper-5p-photocard-1p-gold-photocard-pre-order-message-photocard-set-tracking-kpop-sealed-twice-feel-special-c-c,,14.59,17.16,False,2022-11-14,kpopalbums,False,4.75,0.0,32.0,
Apink - [HORN] Special Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/apink-horn-special-album-2-version-set,,33.5,39.41,False,2022-11-14,kpopalbums,False,5.0,0.0,1.0,
WJSN CHOCOME - [SUPER YUPPERS!] 2nd Single Album 2 Version SET,https://www.kpopalbums.com/collections/whats-hot/products/wjsn-chocome-super-yuppers-2nd-single-album-2-version-set,,25.82,30.38,False,2022-11-14,kpopalbums,False,0.0,0.0,0.0,
